values	genotype
-0.6289422056791525	KO
-0.06201993264653199	KO
-0.4092081720432665	KO
1.2298984567728228	KO
1.3704812818997179	KO
1.7331376838882635	KO
-0.6269573162590469	KO
-1.1502567423212753	KO
0.28202318955635863	KO
-0.5618355662166487	KO
0.6493207167600629	KO
0.41898800527810914	KO
-0.12807620945956838	KO
0.2556959615151774	KO
1.479952295560987	KO
0.6584237412344234	KO
-0.1379962436808209	KO
0.008945766658155645	KO
-0.1416508135038135	KO
0.9629700960712975	KO
0.36573027560904975	KO
-1.584836967317087	KO
0.3462242562147932	KO
-0.02082702974135598	KO
0.8311816685802946	KO
0.5124272335521295	KO
-0.126601992250658	KO
-1.7627608981748668	KO
-2.8512715036294307	KO
-1.0427320597671677	KO
-0.294121221215828	KO
0.9048759383676442	KO
-0.3166518890926479	KO
1.0969264007047843	KO
0.4099487741869952	KO
0.27316178110615363	KO
-0.8760733299621147	KO
-0.7140996907494681	KO
-1.6979172797564763	KO
-0.9241765848321184	KO
0.16488275091555327	KO
-0.9170122188225791	KO
-0.2901258120479692	KO
-0.5568166963390431	KO
0.37063826801502786	KO
-0.08531651377608325	KO
-0.5209923305906209	KO
0.050842855578217355	KO
-0.09394312645953429	KO
0.47922351846072453	KO
-0.29319216690970556	KO
-0.288112689294041	KO
-0.0952651234710737	KO
-0.6726798911762113	KO
-1.2660033581754555	KO
1.4084899145126972	KO
-0.03671678258981192	KO
0.36431448523497	KO
-1.6696743247891253	KO
-1.3189962853308566	KO
0.570170820871883	KO
-0.9445230850016038	KO
0.13309603455919833	KO
0.9197066520478441	KO
-0.731407852965978	KO
-1.8878833119285896	KO
1.1485386880757589	KO
-0.3242252444110436	KO
-0.45993018658641116	KO
0.643193626554406	KO
-0.9101330850449632	KO
-0.19204000083356496	KO
-1.892806261563136	KO
0.09579971392996763	KO
1.7613069764304212	KO
0.19999787339966837	KO
-0.1034099919143203	KO
1.4026421531768807	KO
-0.8126198374794359	KO
-0.5119201192514384	KO
0.29146528801353083	KO
1.1020942796990059	KO
1.7360605124938329	KO
-1.1338716215844138	KO
-1.0226481267735443	KO
0.6106225822832095	KO
-0.20652387313748494	KO
0.8969744943183547	KO
0.49780462802890746	KO
-0.46341720904920575	KO
0.2404843107661111	KO
-0.31965703093105896	KO
-2.6820159125330285	KO
-0.8100015863471699	KO
0.3037165771110006	KO
0.2670138681900903	KO
-0.8083831289898761	KO
0.7542996439732973	KO
0.9933731140360739	KO
-1.6725463490640866	KO
0.3792232749953555	KO
-0.8335478322628198	KO
0.9192172092320134	KO
1.6296531816151607	KO
-0.38248148216521205	KO
-0.8507784376487553	KO
-0.4834832414676396	KO
-0.5192732179583185	KO
-0.48538369858526653	KO
1.0822480467478783	KO
0.694767409170978	KO
-0.5115408729653629	KO
-1.1228685983311637	KO
0.317312137526601	KO
-0.23846407346956405	KO
-0.25150198513851857	KO
-1.4436264982825031	KO
0.7014076370416168	KO
-0.5176026882647978	KO
0.05802494265190635	KO
0.6483808518501125	KO
-0.5886096263604338	KO
1.551635261707615	KO
1.4522946500917588	KO
1.2572411638293584	KO
-1.6946341468929986	KO
1.4584582185615003	KO
0.3450388637095567	KO
0.4889810781589671	KO
0.9600881447181876	KO
-0.6286747909471344	KO
1.0269463713804576	KO
-0.05113251958679702	KO
0.6873338261123477	KO
-0.466568951461243	KO
0.7828739402799295	KO
0.8479844289104673	KO
0.568112305200541	KO
-0.05739467280252329	KO
0.018719341110458157	KO
0.382218393793346	KO
-0.9074534582317155	KO
-0.9671681325489594	KO
-1.8525159765957155	KO
0.03371082442933378	KO
0.30728005144851234	KO
0.6734701877957884	KO
-0.8307168220962345	KO
-0.7613509554010179	KO
0.4710425772727906	KO
-0.010330960124292247	KO
2.3753580473823326	KO
-0.6396506507248064	KO
0.6597584025275943	KO
1.334775413205824	KO
0.20752556733567143	KO
-0.5042740057062101	KO
-0.7305946948257274	KO
0.757586984854032	KO
0.38639808962223604	KO
0.270260076298437	KO
0.9296925552795697	KO
0.735314208746557	KO
0.4660621070480536	KO
2.2127342751997507	KO
-0.8364774481992263	KO
-0.741875119583346	KO
1.4611032996218876	KO
0.23010937958457348	KO
0.13707749834129795	KO
-0.74191166607576	KO
0.29374458988229313	KO
-0.15259640627475146	KO
-0.24476503037704503	KO
1.6421423918039688	KO
1.5004018526028016	KO
0.07162055951445577	KO
1.5900708790323923	KO
-0.5299463270278001	KO
0.9467897617368579	KO
0.4619158980413764	KO
0.2667831207337959	KO
1.657959234160592	KO
-0.05073375146181673	KO
0.8100777434228443	KO
0.19892126909928604	KO
0.8898248586922536	KO
1.1321351369624904	KO
0.6069945311683185	KO
-0.442739868020722	KO
0.05572110788908011	KO
0.052417357125170407	KO
-0.8554856281007099	KO
0.14980869594560137	KO
-0.3699588534498667	KO
0.16390359741011012	KO
-0.05956124428170311	KO
0.5858068165153011	KO
0.21746790082495954	KO
-2.666480678170123	KO
-1.2254362354802752	KO
0.34847396798392155	KO
0.06095767623335736	KO
0.6685007530654908	KO
1.2584096102707611	KO
-0.17930092617625623	KO
-0.3185079941875279	KO
1.1664298197044785	KO
-0.08757066062946489	KO
2.3590688708148333	KO
1.6655386796556988	KO
0.3304650827845997	KO
-1.0446730863738731	KO
1.148930477350056	KO
-1.6328266548051118	KO
0.07758892864044742	KO
-2.0899369487429786	KO
-0.2547577814088429	KO
1.4433070601125004	KO
-0.29650122498128584	KO
-1.6689816897981584	KO
0.776343125784828	KO
-0.4150524966417664	KO
0.33678721098190184	KO
-1.0066848667596786	KO
0.03681627417785474	KO
0.7311338368028711	KO
-0.8592680377281704	KO
1.5816577413895794	KO
2.009334147855519	KO
-1.5559090925440804	KO
-1.7604821528670356	KO
1.7418096275757649	KO
-2.5534024160906723	KO
2.489811386418738	KO
0.07141103356428646	KO
-0.351133584084392	KO
0.49229221959286085	KO
-0.038938325271976576	KO
0.599129741311977	KO
0.17121077316683989	KO
1.2224957991923568	KO
-1.1676843514931987	KO
1.7914773235777965	KO
0.2217430088659284	KO
1.699831362898883	KO
0.5025005094871215	KO
1.2249157616472113	KO
1.2778468174788515	KO
1.6263611725549896	KO
1.0213311467896866	KO
0.9306554689858872	KO
-1.1659548740007313	KO
-0.024427152513182816	KO
0.5950564564670442	KO
1.654313609950034	KO
-1.7885234176770426	KO
0.6062954405117549	KO
-0.575850264913303	KO
-0.1001881393174007	KO
-0.5140355546258679	KO
-0.28743279682073886	KO
-0.4569811399015628	KO
0.16555442802539913	KO
1.2838793972538587	KO
1.4106888684177141	KO
1.39160646023871	KO
0.4050149410421193	KO
0.057854396208442516	KO
0.09725334320752947	KO
-0.05210149364920568	KO
-0.2108704647660495	KO
1.0601084139852466	KO
-1.044689529989637	KO
1.285681906612949	KO
-0.12436052074401269	KO
1.907707283878829	KO
-0.73245909332861725	KO
0.6576424858264295	KO
1.259985330066845	KO
0.29424922604235315	KO
-0.8550128612137613	KO
-0.5714173089625447	KO
0.9877948138148195	KO
-0.5471724700475437	KO
0.23578568386663873	KO
-0.2639070766156138	KO
0.4745918769532052	KO
-0.6769225278239185	KO
0.2927501139433057	KO
1.280732666702085	KO
-0.04878636017743016	KO
-0.10633999815496675	KO
0.11787128794816713	KO
0.002007569455589036	KO
0.2106342930283755	KO
0.7936710788433801	KO
0.700489098724419	KO
3.462836624156248	KO
1.2321502236836197	KO
-0.5799929506603286	KO
1.5156561759973441	KO
-1.9760394778567567	KO
-0.09674344190170668	KO
1.1648188503379744	KO
0.20671002358487323	KO
0.5564927785801632	KO
-2.5060539040080805	KO
0.47685518805013466	KO
-0.14523160229017915	KO
-0.9706476715023648	KO
-0.838883884919796	KO
0.46368757735172933	KO
0.9064875247558775	KO
1.0902730333664774	KO
0.45766411728574596	KO
-0.6703431930487777	KO
-0.30161259986192224	KO
1.8367854864962359	KO
0.6377016310266151	KO
-0.7188110692599323	KO
2.28718954707887	KO
0.36559055937127977	KO
-0.3049924472928655	KO
-0.047908135859412976	KO
-0.4111742051386106	KO
-0.2685592571735816	KO
-0.2702152843990635	KO
-2.2991141671994524	KO
1.4299461410456942	KO
0.8757248077564951	KO
-0.870883841901663	KO
-0.03475458350695946	KO
0.634993584931616	KO
-0.623893501235365	KO
-1.5178298950084173	KO
-1.6541882786272142	KO
1.3676317493090795	KO
-1.1244243879702456	KO
0.8712100377727275	KO
0.4313560656306012	KO
-2.063534146848014	KO
-0.2836342758465529	KO
0.014902908996921415	KO
-1.5078068663547282	KO
-0.9543073166768117	KO
0.31939867967858204	KO
-1.187984685360654	KO
0.7545645081453192	KO
2.636856982869477	KO
1.4531243693500284	KO
-0.2670199814717454	KO
0.12355795348121612	KO
-1.0711608678997506	KO
0.8113013682311081	KO
1.178203382696161	KO
-0.6954049130295705	KO
0.2253725676191134	KO
-1.3586807889805879	KO
0.24116059532004072	KO
1.215683254300951	KO
0.6910784651759581	KO
-0.44809974569108035	KO
-0.5052279750205552	KO
-0.14518059483893261	KO
0.9874144250929251	KO
0.014520496156604208	KO
-0.8019257944523005	KO
1.659690562511588	KO
-2.078868124959264	KO
-0.12383702965725735	KO
-1.1263106513135734	KO
0.15443169079366295	KO
2.0177104276070446	KO
-0.94684934914055785	KO
-1.9012177732242355	KO
-0.8467083107617716	KO
1.5681404921459088	KO
0.3474555488323617	KO
-0.18551997622892136	KO
0.5748460155410193	KO
0.2699682933848376	KO
-1.0947739706315018	KO
0.009480463198103648	KO
-0.17849580904142195	KO
-1.2421613945290033	KO
-0.6607883138018579	KO
-0.33765389830195613	KO
-1.2296911000873116	KO
-0.6683143693091228	KO
-1.1558722814539466	KO
-0.925558303541974	KO
0.9309015874829	KO
-0.1420997715153853	KO
-0.32459250949752616	KO
1.4088512214418842	KO
-0.6559423142199229	KO
-0.6811521322947088	KO
-1.871409905402059	KO
-0.8546979242336309	KO
-1.0176706708538783	KO
0.6375253537875384	KO
-0.029507233477758216	KO
0.5809165743464927	KO
-0.8127174709742014	KO
1.5847129553010788	KO
0.18199378696590396	KO
-0.4680834522442717	KO
-0.4990500808537722	KO
0.18435857142958562	KO
0.17748530878015628	KO
-0.08322608877507741	KO
0.3788894525373548	KO
1.3074973860848995	KO
-0.4377088980325154	KO
-0.5390183909194995	KO
-0.6807152176180474	KO
-1.1289289071103805	KO
-0.2626243081616266	KO
0.028370460829546806	KO
-1.4819134771997247	KO
-0.4526164644649376	KO
0.21021804398463298	KO
1.7996482299252425	KO
0.5127348620996904	KO
-0.6278201975987683	KO
0.268827029242069	KO
-0.64105460968473	KO
-1.9959770618935722	KO
-0.3980310117033891	KO
-1.9206971388180285	KO
-0.6247647644962819	KO
0.5819131128295052	KO
0.3453660829868556	KO
0.19962123283618696	KO
-0.05480672509132745	KO
-1.3145875008683834	KO
2.936283962859443	KO
1.640557169019348	KO
-1.1037988239017076	KO
0.8874484013730691	KO
-0.8024308606369244	KO
0.13972038727514857	KO
-0.7029720359388916	KO
-0.06855488900751766	KO
-0.37839229239524885	KO
0.5834198173132599	KO
-1.8934949798499658	KO
0.3654795176838302	KO
-0.7061280434626009	KO
0.40573314512359787	KO
-0.012362774244461567	KO
-1.0353310763976347	KO
-0.20551883019902825	KO
-0.13488060985572342	KO
0.4440421216388642	KO
1.0480947066749706	KO
-0.06873748507217327	KO
0.2303195919629209	KO
-0.7444859649666299	KO
0.9681553642615737	KO
0.06254538479845459	KO
0.374837359114697	KO
0.7195675502916347	KO
1.386528034604396	KO
-0.8945784971915456	KO
0.6541203262744046	KO
-0.6796615941970332	KO
-0.7548005265634304	KO
-0.9709577845858197	KO
-1.3927146614493187	KO
-0.62888039545059915	KO
0.41659148059014744	KO
-2.2568762477434174	KO
-0.08976993719057391	KO
0.017283889406601614	KO
-0.6103491328671674	KO
0.8602426561863195	KO
0.7453417628722913	KO
0.9035366835479899	KO
-0.2043388002702131	KO
-0.14488406092978218	KO
0.6844060981512413	KO
-0.967448804385125	KO
0.43543255542056614	KO
-0.0878774112356324	KO
1.2393358659064744	KO
-1.0794342697950587	KO
1.0459414491448382	KO
1.1370771073647794	KO
1.539986118578012	KO
0.7900315960218436	KO
0.31442788885399914	KO
0.20599692456533336	KO
0.9520315199932103	KO
0.47564360153702595	KO
-1.4107389667635901	KO
0.34458813522872633	KO
-1.3567703450421422	KO
-0.4987113724535981	KO
0.7153606187165996	KO
0.20837314705582421	KO
0.5226546529627072	KO
-1.250843832929447	KO
-0.39735694225926294	KO
1.6569981084463015	KO
-0.9080319217875454	KO
-1.446479944197972	KO
-3.1179843670242064	KO
-0.9830940136352555	KO
-0.7200859580154514	KO
-0.8535027663792779	KO
-0.23601937548196245	KO
1.2510655192670828	KO
0.1875854982940762	KO
0.11910048299876137	KO
-1.8913706532371022	KO
-0.18860443908303826	KO
-0.010493497216877807	KO
1.2608619443789117	KO
0.13645951183295132	KO
0.9458342576894381	KO
1.3345182254413526	KO
0.37159403034599076	KO
-0.3521925955865919	KO
-1.9879719077310332	KO
0.18469574696237148	KO
1.3016386327254674	KO
1.0749550070926814	KO
-1.030585018901273	KO
-0.9170516460061345	KO
1.2649502822852836	KO
0.9453793412528314	KO
0.4688100642602629	KO
-0.8937956643330066	KO
0.5278398212310209	KO
-1.8301639996972898	KO
0.2982332257445756	KO
0.045227497459916007	KO
-0.2578599100313012	KO
-0.22504879726508634	KO
-1.5895079848191025	KO
1.5963670052935144	KO
0.5180106399023559	KO
0.19494795580750576	KO
1.1128042429801315	KO
0.8700841741407368	KO
0.6014950748793776	KO
-0.09488253687281102	KO
0.12494017864372751	KO
-0.6594035483556159	KO
-0.25658735863991894	KO
1.0639012230428047	KO
1.7238635933254223	KO
0.945588803105858	KO
0.07548665643602359	KO
0.9544239001488911	KO
-0.0029303452132803135	KO
-0.6114965515143734	KO
-0.6856191164775919	KO
0.6195870071228043	KO
0.5324292497886711	KO
-0.7175790237349846	KO
-0.4974638870813613	KO
-0.038450305979230215	KO
0.8579888644688367	KO
0.18736356980626281	KO
-0.45765689847962904	KO
1.231168137331891	KO
0.36688301866531603	KO
-0.3080160123641553	KO
0.05652820983112347	KO
1.445438650225233	KO
-1.1662098177117577	KO
1.6498428261420734	KO
0.3665922825970863	KO
-0.41184863726341886	KO
0.8526675057823938	KO
-0.93540061525070906	KO
0.7188841030096041	KO
0.6128666719696056	KO
0.39648464101637404	KO
0.209602693582457	KO
-0.13552968313312166	KO
0.38001780968384735	KO
0.22151908965295497	KO
1.6249423547246915	KO
-1.4508391208935143	KO
1.5336994468014253	KO
0.034240568303918334	KO
-0.44248234251595525	KO
-0.5651796908335291	KO
1.6437810168159679	KO
-0.7073260649443748	KO
-0.47249484686441534	KO
-0.47918184803331376	KO
-0.9541024829735335	KO
-1.166714529249309	KO
1.0262552566336145	KO
1.7626099320250923	KO
0.6089809122844239	KO
-0.1997724875369519	KO
-0.9647265461040546	KO
0.7022055340362582	KO
0.8239595449402244	KO
0.09825062054269053	KO
-0.3215345088563172	KO
-0.4537395207323647	KO
-0.4076683236036984	KO
-1.0287320683177357	KO
-0.27592503936982804	KO
0.42149489401842666	KO
-1.9576049626651169	KO
-0.4267733245695104	KO
-0.12625270912414707	KO
-1.113600830795566	KO
-2.6188826177847386	KO
1.0199857292942522	KO
0.4798502899007601	KO
1.5624883562105147	KO
-0.7145109791257903	KO
-0.7065018968290997	KO
0.805543938120155	KO
-0.27488518648471794	KO
0.24787177504180352	KO
-1.0474286720543238	KO
0.5330419207793426	KO
0.0024455803134623925	KO
0.10452305318444549	KO
-0.7076934411621792	KO
-0.9359231454864614	KO
2.0023064798437047	KO
1.6724023004272164	KO
-0.7047577241497646	KO
1.0124068034288787	KO
1.3305314838802715	KO
0.19573174052834966	KO
-0.04159414201924855	KO
0.6295141709519703	KO
1.4816214236065355	KO
0.470496594800734	KO
1.5124198553853974	KO
0.6203451256895408	KO
2.067852623629951	KO
-0.42427002384588985	KO
-1.6117075927640814	KO
1.1390332526013223	KO
-0.2834127038812779	KO
0.9214838177179371	KO
-1.0999527310197965	KO
-0.5366253966763299	KO
1.8252904150493352	KO
-1.5628130076943272	KO
0.8233751867361255	KO
0.5832511285454148	KO
-1.0955871705329847	KO
-0.07212807647221714	KO
1.2294793969806643	KO
1.511747658736568	KO
0.6463049098036965	KO
1.6328951086016625	KO
-0.9203095582315864	KO
0.6198349891434755	KO
0.9753714104552539	KO
0.099866976252035	KO
-1.5396214683594467	KO
1.1898990014093767	KO
0.45083747529639007	KO
-0.1352405588697522	KO
0.07765472464923061	KO
0.06306877986711112	KO
0.3332369678986325	KO
2.233692964935964	KO
-0.43167525469419793	KO
-0.5814160502309111	KO
0.4536196994405395	KO
1.5899041958901368	KO
0.5949203797644138	KO
-0.25543273911236736	KO
0.45186214107009265	KO
0.03686996063265801	KO
0.6585399823913325	KO
3.007071402805974	KO
-1.4003680551937279	KO
1.2186335260587569	KO
0.098470864493878	KO
1.1289459520055487	KO
0.01045650836051868	KO
0.18732080103118398	KO
1.2382335955534371	KO
1.354172386585804	KO
0.3062780066571563	KO
-2.4778726780827545	KO
1.0433235595234716	KO
1.3923141209875862	KO
0.3035051364063457	KO
-0.7172734804504032	KO
0.09383844472009897	KO
0.9643044276735362	KO
0.232102853631643	KO
-0.4826046292386013	KO
-2.5828032525961753	KO
-0.3486794483196932	KO
-0.48344475806438997	KO
-0.7109508281703467	KO
0.8164069765850157	KO
0.1923639951389004	KO
0.8509869475759165	KO
0.5812433584068029	KO
-1.277909308523721	KO
0.8533481041948581	KO
-0.4333930754263661	KO
-1.0279515736594633	KO
-0.8430190415122688	KO
0.2202010787083312	KO
1.4973967729238082	KO
-0.31189040727117234	KO
0.1650321620267651	KO
0.7694385025089095	KO
0.8364218371132609	KO
-0.5102236629407172	KO
1.156587095162153	KO
-1.5268393237593347	KO
2.0672784772314454	KO
-0.24521501257650977	KO
0.6017170796945696	KO
0.9696100469522875	KO
0.10393368896739721	KO
0.8017729447758785	KO
-0.37611516166350345	KO
2.621370708851522	KO
1.3209117630354916	KO
0.5843409325381648	KO
0.05763049524495314	KO
-0.5328858031499282	KO
-1.1652049175067296	KO
0.009773591593344223	KO
-0.06594757140495595	KO
1.6120928673796402	KO
0.08790144964886003	KO
-0.3486539715251708	KO
0.06297782091198295	KO
-0.5512463978210229	KO
0.9318280019439968	KO
1.6964204418966589	KO
1.7072974456510448	KO
-0.44090132590264197	KO
0.7911876106775678	KO
1.183465650200005	KO
-0.33142453268940464	KO
0.9399495777440824	KO
-0.6994918666545193	KO
-0.17174305493462186	KO
-2.1026826413579913	KO
3.243387501071714	KO
-0.7195293426143924	KO
-1.1129610724181869	KO
-0.17844550308047524	KO
0.2210314894797636	KO
0.13851860201261296	KO
-0.9839697332870649	KO
-1.9178276688544496	KO
-0.42081428013275235	KO
-0.5867328701615818	KO
0.5576467795796562	KO
0.9246898692903238	KO
0.12414244917592877	KO
-1.2196129930850896	KO
-1.337948207777252	KO
-0.8755031919641945	KO
1.6895466121393161	KO
-0.15400156443689858	KO
-1.2616612827205484	KO
0.10182678880934129	KO
0.16237684474685843	KO
-0.7771641835416438	KO
-0.6069225225180966	KO
1.1336138758781804	KO
0.10596489118577389	KO
-0.05689139004278159	KO
-0.24392882884966446	KO
-0.9886186919325454	KO
0.17383329516109414	KO
1.2398076513930265	KO
1.0427138742093593	KO
0.333785240116627	KO
-0.9876722567905362	KO
-0.6553854607643536	KO
-0.40260177118486656	KO
-0.9980847793429604	KO
-0.42797506765615456	KO
-0.05320637091878685	KO
0.7892543614181227	KO
-1.1323280537563143	KO
0.3899168294788434	KO
1.3945793747736752	KO
-0.3849314822491788	KO
0.8295236400656825	KO
0.33132027011954396	KO
-0.05877272462488715	KO
1.1408321098511562	KO
-0.3545441609519692	KO
1.1597202923741234	KO
-1.8507172257445383	KO
0.2507414194199835	KO
-1.5746006424787988	KO
0.04500491226826536	KO
-1.0312828322950018	KO
-0.7953665267241177	KO
-0.6095724840067709	KO
1.456400054594866	KO
0.11214550429544543	KO
0.10180647572541744	KO
0.8795581471722056	KO
0.3422453962783061	KO
-0.004861895487691633	KO
1.7719248564019419	KO
-1.17388602588104	KO
-2.0696275891981655	KO
0.5980684678002408	KO
-0.24663290341863917	KO
0.48339919544565735	KO
0.5997243108324211	KO
-0.5217321775623627	KO
0.4826127338628695	KO
0.42882860359784386	KO
0.45053727504242314	KO
0.04317393210784542	KO
-0.5065692585039164	KO
-0.8820348431485625	KO
-0.014810554539959232	KO
0.4814437219645598	KO
-0.7542525404184113	KO
-2.120694602366199	KO
-0.3354393144161808	KO
0.23121052044365611	KO
-1.024412658843066	KO
0.6035137525791653	KO
-0.125642388907061	KO
-0.6454956054763961	KO
0.4477448096291593	KO
-2.048056120736666	KO
-1.7701662226501547	KO
-0.9057688769699691	KO
0.244739585895546	KO
-1.119290113539252	KO
-0.5071045450818328	KO
0.3039350609954022	KO
0.04371220407699212	KO
-1.4294313243722134	KO
0.5277343231768894	KO
-1.0904073707423318	KO
0.6405800857280299	KO
-1.1296893609047038	KO
0.45519320212091263	KO
0.14329909930293577	KO
-1.0812186217935875	KO
-2.10777004153018	KO
0.10506862746079573	KO
0.7558199260522173	KO
1.733186386682078	KO
-0.22599171991661243	KO
-0.5834171837663904	KO
0.8308006682549823	KO
-0.24972956971034768	KO
-0.4715448019787868	KO
-0.408332210971641	KO
-0.6120736744959309	KO
1.1376154363022095	KO
-0.12246412020576292	KO
0.7252722853984612	KO
-0.07818010293169357	KO
-1.266639665919093	KO
-0.12069968555423251	KO
-2.4709250592002614	KO
-0.7016893921840234	KO
0.2607189010545147	KO
-0.4236334672934584	KO
-1.3365002197423788	KO
0.23234854855331624	KO
-0.6943382266222595	KO
-0.8584579736668378	KO
-0.20215158800289734	KO
-0.754670652271297	KO
-0.38547332205111207	KO
-0.13877137340330792	KO
-0.9346862502695127	KO
-1.2115584161738318	KO
-0.39923415170966825	KO
-0.5162456382672443	KO
-1.1754060090952196	KO
-0.9053944738802387	KO
0.7684076703556935	KO
0.11569620835127338	KO
-1.2437737574570091	KO
-0.21958939545152512	KO
-0.05356954343862701	KO
1.0933675818657336	KO
1.3770069875670228	KO
0.706884229166639	KO
-0.41415847459721994	KO
0.07168573426804395	KO
0.48574275600259365	KO
-0.7790492725894864	KO
-0.17959119825881237	KO
0.514536493495062	KO
-1.0199651573194395	KO
-1.1358077905663662	KO
-0.7653914654638748	KO
2.1605726254753983	KO
-0.37794466262746734	KO
-0.016432859837535816	KO
0.4560746208075195	KO
-0.5911532782173039	KO
0.31066655108926633	KO
-1.0955069646954947	KO
0.3985892792011966	KO
-1.0146368121189009	KO
3.1035345134234125	KO
-0.2641678292853235	KO
0.6564102053782411	KO
0.8793014850709026	KO
-1.0634132646072383	KO
0.7993877879635651	KO
-0.7914559480811121	KO
-0.07516276862642575	KO
0.7863573371340328	KO
-1.7313067953973922	KO
-2.5068353838545034	KO
-0.285943160053526	KO
-1.0336159316562	KO
-1.0931489755459591	KO
0.5821893670141052	KO
-0.29738888167671207	KO
1.4918606220719761	KO
0.13947985724624234	KO
-0.06229843881803058	KO
1.814287088155191	KO
-1.5391375937209102	KO
-1.1446023264201635	KO
1.619954454537254	KO
-1.3190985821379095	KO
0.3358505723160559	KO
-1.8778896637743587	KO
-1.6214386808182777	KO
0.3774332158885867	KO
-0.11873572495509556	KO
1.3166550926893703	KO
-0.7725762628445504	KO
0.24202451599804362	KO
-1.5506144134272855	KO
-0.5302481042905871	KO
1.6363807556732775	KO
0.71477855209867	KO
0.3940433162281139	KO
0.12870792322137936	KO
-0.7482598836236254	KO
0.57146305039453	KO
-0.36318144859328944	KO
-0.6514223973668793	KO
-0.4686508960310562	KO
-2.187558146577339	KO
0.9042441783539504	KO
1.9583660527735391	KO
-0.7798911783391508	KO
-1.884922427293193	KO
-0.8928343041615235	KO
-0.38639405498154794	KO
-0.6486063327307097	KO
-1.5809322297565935	KO
0.13373643389332493	KO
0.9800804688780606	KO
1.2837305359934121	KO
-0.7480231815892052	KO
-0.9756987768648618	KO
-0.508126873813394	KO
0.7118709193046671	KO
-0.23506090405609636	KO
-0.09204641509856618	KO
1.0220828245372608	KO
0.7092251338552478	KO
-0.6749069290098734	KO
1.242040773259748	KO
-0.19808838473886778	KO
-1.0897236220182602	KO
-0.04664497783287031	KO
-0.9471938694123859	KO
1.5446281972810434	KO
1.2683545385878114	KO
1.6485769669362895	KO
-1.5383928233115687	KO
0.8223175623193456	KO
-0.8758329992998299	KO
-0.41505756363130536	KO
0.8261587420398676	KO
-0.31076802537226605	KO
1.6268850231649412	KO
-0.13325739816955048	KO
-1.1206301263159018	KO
-0.38038318217864164	KO
0.34478485541321274	KO
0.312485906100084	KO
-1.5711822785667025	KO
-1.6773391898651135	KO
0.1532329833494595	KO
-1.6431882847536732	KO
-0.7278504211746798	KO
0.29381349173762694	KO
0.6097608521370308	KO
-0.23367168522471607	KO
-0.39693628095068834	KO
-0.07126287045748714	KO
0.7764487609581688	KO
0.10309850115068216	KO
-0.5154859467345422	KO
0.8901607597014808	KO
0.8155858727606264	KO
2.3782502124176217	KO
1.0631238888482908	KO
1.3297080978659523	KO
0.18011879358382268	KO
1.4861242468352942	KO
0.002393314230235857	KO
1.0222039502377285	KO
-2.4598698146663667	KO
0.5297866695534693	KO
-1.7126046093968452	KO
-0.20438874947353852	KO
1.5064436750706043	KO
-1.5271041005438224	KO
-0.12512955357055958	KO
0.6810601016534692	KO
1.3175077731561653	KO
-0.3365100197379168	KO
0.6450099586610882	KO
0.7557624367685816	KO
